Rank, name, year, rating, votes, genres, runtime, titleType, link, certificate, plot, image, director, writer, actors, awards, boxOffice, country, language, rottenTomatoes, metacritic
"46", "The Office", "2005", "9.0", "848608", "Comedy", "22", "tvSeries", "https://www.imdb.com/title/tt0386676/", "TV-14", "A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, tedium and romance.", "https://m.media-amazon.com/images/M/MV5BZjQwYzBlYzUtZjhhOS00ZDQ0LWE0NzAtYTk4MjgzZTNkZWEzXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Greg Daniels", "Steve Carell, Jenna Fischer, John Krasinski", "Won 5 Primetime Emmys. 61 wins & 211 nominations total", "", "United States", "English, Spanish, German, French", "", ""
"47", "Rick and Morty", "2013", "9.0", "711145", "Adventure,Animation,Comedy", "23", "tvSeries", "https://www.imdb.com/title/tt2861424/", "TV-MA", "The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.", "https://m.media-amazon.com/images/M/MV5BZGQyZjk2MzMtMTcyNC00NGU3LTlmNjItNDExMWM4ZDFhYmQ2XkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Dan Harmon, Justin Roiland", "Chris Parnell, Spencer Grammer, Sarah Chalke", "Won 2 Primetime Emmys. 18 wins & 41 nominations total", "", "United States", "English", "", ""
"48", "Arcane", "2021", "9.0", "455737", "Action,Adventure,Animation", "40", "tvSeries", "https://www.imdb.com/title/tt11126994/", "TV-14", "Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.", "https://m.media-amazon.com/images/M/MV5BYjA2NzhlMDItNWRmZC00MzRjLWE3ZjAtZjBlZDAwOWY2ODdjXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "", "Kevin Alejandro, Hailee Steinfeld, Ella Purnell", "Won 8 Primetime Emmys. 41 wins & 13 nominations total", "", "United States, France", "English, French", "", ""
"49", "One Piece", "1999", "9.0", "366000", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt0388629/", "TV-14", "Monkey D. Luffy, a pirate with rubber powers, forms the Straw Hat crew and sails the Grand Line, battling rivals and the World Government on a quest for the legendary treasure One Piece and the title of Pirate King.", "https://m.media-amazon.com/images/M/MV5BMTNjNGU4NTUtYmVjMy00YjRiLTkxMWUtNzZkMDNiYjZhNmViXkEyXkFqcGc@._V1_QL75_UY562_CR15,0,380,562_.jpg", "", "Eiichirô Oda", "Mayumi Tanaka, Akemi Okamura, Tony Beck", "7 wins & 21 nominations total", "", "Japan", "Japanese", "", ""
"50", "Hunter X Hunter", "2011", "9.0", "204221", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt2098220/", "TV-14", "Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.", "https://m.media-amazon.com/images/M/MV5BYzYxOTlkYzctNGY2MC00MjNjLWIxOWMtY2QwYjcxZWIwMmEwXkEyXkFqcGc@._V1_SX300.jpg", "", "Yoshihiro Togashi", "Issei Futamata, Megumi Han, Cristina Valenzuela", "2 wins & 1 nomination total", "", "Japan", "Japanese", "", ""
"51", "The Last Dance", "2020", "9.0", "183890", "Biography,Documentary,History", "50", "tvMiniSeries", "https://www.imdb.com/title/tt8420184/", "TV-MA", "Led by Michael Jordan, the 1990s Chicago Bulls establish themselves as one of the most notable dynasties in sports history.", "https://m.media-amazon.com/images/M/MV5BOTQyYmQ1N2UtYjFkNS00NzgyLTk5YTUtYjExMDdjOTA3MGU2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Michael Jordan, Phil Jackson, Scottie Pippen", "Won 1 Primetime Emmy. 10 wins & 6 nominations total", "", "United States", "English", "", ""
"52", "Dexter: Resurrection", "2025", "9.0", "154941", "Crime,Drama,Mystery", "50", "tvSeries", "https://www.imdb.com/title/tt33043892/", "TV-MA", "Dexter Morgan awakens from a coma and sets out for New York City, determined to find Harrison and make things right. But when Miami Metro's Angel Batista arrives with questions, Dexter realizes his past is catching up to him fast.", "https://m.media-amazon.com/images/M/MV5BMzgxNzUwZTctMzliNi00MDUwLWE4YzctNjgwMDE2OWQwNzMxXkEyXkFqcGc@._V1_SX300.jpg", "", "Clyde Phillips", "Michael C. Hall, Jack Alcott, Ntare Guma Mbaho Mwine", "1 win & 8 nominations total", "", "United States", "English", "", ""
"53", "Batman: The Animated Series", "1992", "9.0", "139737", "Action,Adventure,Animation", "23", "tvSeries", "https://www.imdb.com/title/tt0103359/", "TV-PG", "Billionaire Bruce Wayne secretly operates as Batman, a vigilante who battles a rouges' gallery of criminals and supervillains in Gotham City with the aid of various sidekicks and allies.", "https://m.media-amazon.com/images/M/MV5BYjgwZWUzMzUtYTFkNi00MzM0LWFkMWUtMDViMjMxNGIxNDUxXkEyXkFqcGc@._V1_SX300.jpg", "", "Bill Finger, Bob Kane, Eric Radomski", "Kevin Conroy, Loren Lester, Efrem Zimbalist Jr.", "Won 1 Primetime Emmy. 6 wins & 19 nominations total", "", "United States", "English", "", ""
"54", "Panchayat", "2020", "9.0", "119567", "Comedy,Drama", "0", "tvSeries", "https://www.imdb.com/title/tt12004706/", "TV-14", "A comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a Panchayat office in a remote village of Uttar Pradesh.", "https://m.media-amazon.com/images/M/MV5BYzkwZGNkYTctZDc2MS00OWM2LWI2NTUtMTM2ZGMzMTY0N2Q1XkEyXkFqcGc@._V1_SX300.jpg", "", "Chandan Kumar, Deepak Kumar Mishra", "Jitendra Kumar, Raghubir Yadav, Chandan Roy", "58 wins & 79 nominations total", "", "India", "Hindi", "", ""
"55", "Bleach: Thousand-Year Blood War", "2022", "9.0", "111503", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt14986406/", "TV-MA", "The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura ...", "https://m.media-amazon.com/images/M/MV5BMjgyM2QzMjAtOGZjOS00OGFkLTkxZGYtMDJjZGM5MzIzYmM3XkEyXkFqcGc@._V1_SX300.jpg", "", "Tite Kubo", "Johnny Yong Bosch, Masakazu Morita, Takayuki Sugô", "16 nominations total", "", "Japan", "Japanese, English", "", ""
"56", "The Twilight Zone", "1959", "9.0", "110154", "Drama,Fantasy,Horror", "50", "tvSeries", "https://www.imdb.com/title/tt0052520/", "TV-PG", "Classic American Anthology series created by Rod Serling, featuring standalone stories of science fiction, fantasy, and horror, each with a twist ending or moral lesson.", "https://m.media-amazon.com/images/M/MV5BZjdmOTE3NjItY2JkMi00YjlhLWI0M2UtZjEwZTQ4ZDBkM2I0XkEyXkFqcGc@._V1_SX300.jpg", "", "Rod Serling", "Rod Serling, Robert McCord, Jay Overholts", "Won 3 Primetime Emmys. 12 wins & 14 nominations total", "", "United States", "English", "", ""
"57", "Leyla and Mecnun", "2011", "9.0", "103946", "Adventure,Comedy,Drama", "90", "tvSeries", "https://www.imdb.com/title/tt1831164/", "TV-PG", "It is an unique and heartwarming show follows the extraordinary journey of a couple named Leyla and Mecnun. With Ali Atay portraying Mecnun and Ezgi Asaroglu as Leyla, the series has garnered a massive fan base and critical acclaim.", "https://m.media-amazon.com/images/M/MV5BNzQ4ZTMxM2UtYTY2MS00NjlmLTlmNmYtYWFmMjMyMzZmZjZkXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ali Atay, Serkan Keskin, Osman Sonant", "4 wins & 6 nominations total", "", "Turkey", "Turkish", "", ""
"58", "Kota Factory", "2019", "9.0", "93393", "Comedy,Drama", "40", "tvSeries", "https://www.imdb.com/title/tt9432978/", "TV-14", "In a city of coaching centers known to train India’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.", "https://m.media-amazon.com/images/M/MV5BY2U5MjY1NWEtZDI2MS00NTlhLWEyODQtYzE0MzY3NDUyNzE3XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "Saurabh Khanna, Arunabh Kumar, Raghav Subbu", "Mayur More, Jitendra Kumar, Ranjan Raj", "18 wins & 31 nominations total", "", "India", "Hindi", "", ""
"59", "Clarkson's Farm", "2021", "9.0", "90205", "Comedy,Documentary,Reality-TV", "45", "tvSeries", "https://www.imdb.com/title/tt10541088/", "TV-PG", "Follow Jeremy Clarkson as he attempts to run a farm in the countryside.", "https://m.media-amazon.com/images/M/MV5BNzA1Yzk0NzEtMmQwNi00ZmQyLWFmYTUtM2NjYjBkMGE3NDRkXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "", "Jeremy Clarkson, Kaleb Cooper, Charlie Ireland", "2 nominations total", "", "United Kingdom", "English", "", ""
"60", "TVF Pitchers", "2015", "9.0", "80140", "Comedy,Drama", "40", "tvSeries", "https://www.imdb.com/title/tt4742876/", "TV-MA", "A story of trials and tribulations of four young entrepreneurs who quit their day jobs in order to pursue their start up venture.", "https://m.media-amazon.com/images/M/MV5BZDYxYTQxM2MtMDkxYi00ZjgzLTg0ODEtMWEzZjYzZTM5OGRiXkEyXkFqcGc@._V1_SX300.jpg", "", "Arunabh Kumar", "Naveen Kasturia, Arunabh Kumar, Abhay Mahajan", "8 wins & 9 nominations total", "", "India", "Hindi, English", "", ""
"61", "Sandeep Bhaiya", "2023", "9.0", "77388", "Drama", "0", "tvSeries", "https://www.imdb.com/title/tt28227737/", "Approved", "A tiffin service provider finds a mentor in a failed UPSC aspirant who inspires her to become an IFS.", "https://m.media-amazon.com/images/M/MV5BMzM5MTkwYTYtMTFmNC00YWYyLWFlNGEtMjIyMDRkY2NiMDkxXkEyXkFqcGdeQXVyMTExMTIzMTA5._V1_SX300.jpg", "", "", "Sunny Hinduja, Deepali Gautam, Punit Tiwari", "1 win", "", "India", "Hindi", "", ""
"62", "Only Fools and Horses", "1981", "9.0", "66743", "Comedy", "95", "tvSeries", "https://www.imdb.com/title/tt0081912/", "TV-PG", "Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.", "https://m.media-amazon.com/images/M/MV5BMWM4YjFhOWMtYzg1Yi00NTA2LTlmNzMtNDk3M2M1MTRiN2QyXkEyXkFqcGc@._V1_SX300.jpg", "", "John Sullivan", "David Jason, Nicholas Lyndhurst, Roger Lloyd Pack", "Won 6 BAFTA 17 wins & 15 nominations total", "", "United Kingdom", "English", "", ""
"63", "The Blue Planet", "2001", "9.0", "51279", "Documentary,Family", "50", "tvMiniSeries", "https://www.imdb.com/title/tt0296310/", "TV-G", "Five years in the making, taking a look at the rich tapestry of life in the world's oceans.", "https://m.media-amazon.com/images/M/MV5BYjgyODJmY2YtZTk4Yy00MjBlLWFlM2YtNDIyMDk5YmQxMTllXkEyXkFqcGc@._V1_SX300.jpg", "", "", "David Attenborough, Pierce Brosnan, Peter Scoones", "Won 2 Primetime Emmys. 6 wins & 12 nominations total", "", "United Kingdom, United States, Germany", "English", "", ""
"64", "When Life Gives You Tangerines", "2025", "9.0", "42590", "Drama,History,Romance", "60", "tvSeries", "https://www.imdb.com/title/tt26471411/", "TV-14", "In Jeju, a spirited girl and a steadfast boy's island story blossoms into a lifelong tale of setbacks and triumphs, proving love endures across time.", "https://m.media-amazon.com/images/M/MV5BZTBhZTcwNWUtOTZjMi00ZjI2LWEzMzMtNWJkMWQ2ZDA0NTU3XkEyXkFqcGc@._V1_SX300.jpg", "", "Kim Won-seok", "IU, Park Bo-gum, Moon So-ri", "6 wins & 4 nominations total", "", "South Korea", "Korean", "", ""
"65", "Frozen Planet", "2011", "9.0", "40651", "Documentary,Family", "60", "tvMiniSeries", "https://www.imdb.com/title/tt2092588/", "TV-PG", "Focuses on life and the environment in both the Arctic and Antarctic.", "https://m.media-amazon.com/images/M/MV5BMDE0ZTZlZDItOTgzNS00Zjg4LWEwOWEtYjc1YzY2MjliZTM5XkEyXkFqcGc@._V1_SX300.jpg", "", "", "David Attenborough, Alec Baldwin, Chadden Hunter", "Won 4 Primetime Emmys. 13 wins & 9 nominations total", "", "United Kingdom, United States, Spain, Germany, Greece, Canada", "English, Russian", "", ""
"66", "As If", "2021", "9.0", "37535", "Comedy", "30", "tvSeries", "https://www.imdb.com/title/tt13675832/", "", "Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.", "https://m.media-amazon.com/images/M/MV5BOWY0ZGIyZjAtZDIxMC00NTY4LTgyNDEtYmMwMzBmNmQ0MmE1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Feyyaz Yigit, Kivanç Kilinç, Ahmet Kürsat Öçalan", "2 wins & 9 nominations total", "", "Turkey", "Turkish", "", ""
"67", "Human Planet", "2011", "9.0", "34351", "Documentary", "50", "tvMiniSeries", "https://www.imdb.com/title/tt1806234/", "TV-PG", "A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth", "https://m.media-amazon.com/images/M/MV5BMDYxN2U4YjEtZmZjYS00NmJkLTg3Y2EtZjFmNmFiNmExMDMwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "John Hurt, Roger Munns", "Won 1 BAFTA Award2 wins & 4 nominations total", "", "United Kingdom", "English", "", ""
"68", "Taskmaster", "2015", "9.0", "32369", "Comedy,Game-Show", "45", "tvSeries", "https://www.imdb.com/title/tt4934214/", "TV-14", "Five comedians are set tasks challenging their creativity and wit. The tasks are supervised by Alex Horne but the Taskmaster, Greg Davies, always has the final word.", "https://m.media-amazon.com/images/M/MV5BY2RmNmM1YzAtOWJlMi00NTdiLWEwN2MtNDliNGI3NmUxMTk3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Greg Davies, Alex Horne, Kerry Godliman", "Won 2 BAFTA 4 wins & 17 nominations total", "", "United Kingdom", "English", "", ""
"69", "Ramayan", "1987", "9.0", "28183", "Adventure,Drama,Family", "30", "tvSeries", "https://www.imdb.com/title/tt0268093/", "TV-14", "An adaptation of the ancient epic in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana.", "https://m.media-amazon.com/images/M/MV5BN2ZhOGFhNDgtZDdiNy00OTM1LTkwYzctN2ZlYTY5MDJlMTFmXkEyXkFqcGc@._V1_SX300.jpg", "", "Ramanand Sagar", "Arun Govil, Deepika Chikhalia, Sunil Lahri", "1 win & 1 nomination total", "", "India", "Hindi", "", ""
"70", "The Civil War", "1990", "9.0", "26575", "Documentary,History,War", "90", "tvMiniSeries", "https://www.imdb.com/title/tt0098769/", "TV-14", "A comprehensive survey of the American Civil War.", "https://m.media-amazon.com/images/M/MV5BYTUwNTM2YTAtODA3Yi00YjU0LTliNzktM2YzMzk5NzU5ZTcyXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "", "David McCullough, Sam Waterston, Julie Harris", "Won 2 Primetime Emmys. 14 wins & 3 nominations total", "", "United States", "English", "", ""
"71", "Apocalypse: The Second World War", "2009", "9.0", "21322", "Documentary,History,War", "60", "tvMiniSeries", "https://www.imdb.com/title/tt1508238/", "TV-MA", "This six-part series traces the Second World War, from the rise of the Nazis to the surrender of the Japanese, with detailed portraits of key figures.", "https://m.media-amazon.com/images/M/MV5BZDQwMjdmZTctODU5MS00NDFmLWFmODYtZTUzMzAzOTFlNTMwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Adolf Hitler, Martin Sheen, Mathieu Kassovitz", "", "", "France", "French", "", ""
"72", "Reply 1988", "2015", "9.0", "19945", "Comedy,Drama,Family", "90", "tvSeries", "https://www.imdb.com/title/tt5182866/", "", "Five childhood friends, who all live in the same Ssangmundong neighborhood of Seoul in 1988, lean on each other to survive their challenging teen years and set a path for their futures.", "https://m.media-amazon.com/images/M/MV5BZDBiNDE1NzUtYmU0OS00YmUxLTljODUtOTczNDE3ZGQ0MmYzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Lee Hyeri, Park Bo-gum, Ryu Jun-yeol", "8 wins & 19 nominations total", "", "South Korea", "Korean", "", ""
"73", "My Mister", "2018", "9.0", "16202", "Drama", "70", "tvSeries", "https://www.imdb.com/title/tt7923710/", "TV-14", "A man in his 40s withstands the weight of life. A woman in her 20s goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.", "https://m.media-amazon.com/images/M/MV5BMjFkYzIwMTctYzljYS00M2RiLTlhNmItZDM3MjFiOTFiOTY5XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Lee Sun-kyun, IU, Lee Ji-ah", "4 wins & 6 nominations total", "", "South Korea", "Korean", "", ""
"74", "Critical Role", "2015", "9.0", "15121", "Adventure,Fantasy", "120", "tvSeries", "https://www.imdb.com/title/tt4834232/", "TV-14", "A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.", "https://m.media-amazon.com/images/M/MV5BNTJkZjMwMjQtNThjNy00MmJmLTk3MGUtZGQzZDgwYzE5MTJmXkEyXkFqcGc@._V1_SX300.jpg", "", "Critical Role", "Matthew Mercer, Liam O'Brien, Marisha Ray", "2 wins & 3 nominations", "", "United States", "English", "", ""
"75", "Tash Ma Tash", "1993", "9.0", "13299", "Comedy,Drama", "25", "tvSeries", "https://www.imdb.com/title/tt5851616/", "", "Follows two guys and their adventures in Kingdom Of Saudi Arabia.", "https://m.media-amazon.com/images/M/MV5BYzMzMWMyMzQtNDk2OS00ZTY5LTkwNDctMGFhYmRiNGFlYzMzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Abdullah Al-Sadhan, Nasser Al Qasabi, Abdullah Al Sinani", "1 win", "", "Saudi Arabia", "Arabic", "", ""
"76", "Farouk Omar", "2012", "9.0", "11096", "Biography,Drama,History", "45", "tvSeries", "https://www.imdb.com/title/tt2063241/", "Approved", "The life of Umar Ibn Al-Khattab, the second Caliph of Rashidun Caliphate, before and after he embraces in Islam.", "https://m.media-amazon.com/images/M/MV5BOWUxN2ZjZWYtYjViZC00ZmVlLTg4NDItNjY1OTAzODFkNDgzXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Samer Ismail, Assad Khalifa, Mehyar Khaddour", "", "", "United Arab Emirates, Saudi Arabia, Qatar, Morocco", "Arabic", "", ""
"77", "Cosmos: Possible Worlds", "2020", "9.0", "8728", "Documentary,Family", "45", "tvMiniSeries", "https://www.imdb.com/title/tt11170862/", "TV-PG", ""Cosmos: A Spacetime Odyssey" returns for a second season. Ann Druyan, original creative collaborator to Carl Sagan, serves as executive producer.", "https://m.media-amazon.com/images/M/MV5BMWUyOGQ5ZDItY2FiNC00ZDQ5LWI4ZjUtOTM3ZjNiNTNlNDJlXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Neil deGrasse Tyson, Seth MacFarlane, Trang Vo", "Won 2 Primetime Emmys. 2 wins & 2 nominations total", "", "United States", "English", "", ""
"78", "Legend of the Galactic Heroes", "1988", "9.0", "7327", "Action,Animation,Drama", "25", "tvSeries", "https://www.imdb.com/title/tt0096633/", "TV-MA", "As the Galactic Empire and Free Planets Alliance clash in a long war, rival strategists Reinhard von Lohengramm and Yang Wen-li rise through fleet battles and political intrigue, testing ideals of power and democracy.", "https://m.media-amazon.com/images/M/MV5BM2UxMDkxM2ItYTNmNS00MjJjLWEyZDQtOTdhNDRhMTg1ZTgwXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Yûsaku Yara, Ryô Horikawa, Katsuji Mori", "", "", "Japan", "Japanese", "", ""
"79", "The War", "2007", "9.0", "6176", "Documentary,History,War", "124", "tvMiniSeries", "https://www.imdb.com/title/tt0996994/", "TV-14", "A seven-part series focusing on the many ways in which the Second World War impacted the lives of American families.", "https://m.media-amazon.com/images/M/MV5BZTJkMzA4OTktM2IwMS00YTMwLWIwN2YtMDJiNzU2YTYwNzA3XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Keith David, Katharine Phillips, Tom Hanks", "Won 3 Primetime Emmys. 8 wins & 12 nominations total", "", "United States", "English", "", ""
"80", "Fanny and Alexander", "1983", "9.0", "5417", "Drama", "90", "tvMiniSeries", "https://www.imdb.com/title/tt6725158/", "", "Through the eyes of ten-year-old Alexander, we witness the delights and conflicts of the Ekdahl family, a sprawling bourgeois clan in turn-of-the-twentieth-century Sweden.", "https://m.media-amazon.com/images/M/MV5BMDA1OGEwNzEtNTAxZi00MmIyLWFkOTMtOTQwMjI5YmMxMjk2XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Ewa Fröling, Bertil Guve, Pernilla Allwin", "", "", "Sweden, France, West Germany", "Swedish, German, Yiddish", "", ""
"81", "Death Note", "2006", "8.9", "497995", "Animation,Crime,Drama", "24", "tvSeries", "https://www.imdb.com/title/tt0877057/", "TV-14", "An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.", "https://m.media-amazon.com/images/M/MV5BYTgyZDhmMTEtZDFhNi00MTc4LTg3NjUtYWJlNGE5Mzk2NzMxXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Mamoru Miyano, Brad Swaile, Vincent Tong", "2 wins & 1 nomination total", "", "Japan", "Japanese, English", "", ""
"82", "Firefly", "2002", "8.9", "303961", "Adventure,Sci-Fi", "45", "tvSeries", "https://www.imdb.com/title/tt0303461/", "TV-14", "A renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.", "https://m.media-amazon.com/images/M/MV5BYzYyZWYzNzUtOWQ4Yi00Y2Q4LWJjZjgtZTllNjg2ZGM0MTcyXkEyXkFqcGc@._V1_QL75_UX380_CR0,4,380,562_.jpg", "", "Joss Whedon", "Nathan Fillion, Gina Torres, Alan Tudyk", "Won 1 Primetime Emmy. 5 wins & 8 nominations total", "", "United States", "English, Mandarin, Cantonese", "", ""
"83", "Gravity Falls", "2012", "8.9", "184415", "Adventure,Animation,Comedy", "23", "tvSeries", "https://www.imdb.com/title/tt1865718/", "TV-Y7", "Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.", "https://m.media-amazon.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx._V1_SX300.jpg", "", "Alex Hirsch", "Jason Ritter, Alex Hirsch, Kristen Schaal", "Won 2 Primetime Emmys. 13 wins & 38 nominations total", "", "United States, South Korea, Canada", "English", "", ""
"84", "Cowboy Bebop", "1998", "8.9", "173169", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt0213338/", "TV-14", "The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.", "https://m.media-amazon.com/images/M/MV5BMTU3ZTdiOGQtYmYwYy00OGM5LThmNjMtZGJmNTVlZjk1ZmEyXkEyXkFqcGc@._V1_SX300.jpg", "", "Shin'ichirô Watanabe", "Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara", "", "", "Japan", "Japanese", "", ""
"85", "The Pitt", "2025", "8.9", "168305", "Drama", "50", "tvSeries", "https://www.imdb.com/title/tt31938062/", "TV-MA", "The daily lives of healthcare professionals in a Pittsburgh hospital as they juggle personal crises, workplace politics, and the emotional toll of treating critically ill patients, revealing the resilience required in their noble ...", "https://m.media-amazon.com/images/M/MV5BMThjMjYxM2YtM2IzZC00NDdmLThiNDYtNzEyNzA0YTRmYTk3XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg", "", "R. Scott Gemmill", "Noah Wyle, Patrick Ball, Katherine LaNasa", "Won 5 Primetime Emmys. 45 wins & 78 nominations total", "", "United States", "English", "", ""
"86", "Vinland Saga", "2019", "8.9", "149984", "Action,Adventure,Animation", "24", "tvSeries", "https://www.imdb.com/title/tt10233448/", "TV-MA", "Following a tragedy, Thorfinn embarks on a journey with the man responsible for it to take his life in a duel as a true and honorable warrior.", "https://m.media-amazon.com/images/M/MV5BNDA3MGNmZTEtMzFiMy00ZmViLThhNmQtMjQ4ZDc5MDEyN2U1XkEyXkFqcGc@._V1_SX300.jpg", "", "", "Shin'ya Takahashi, Yûto Uemura, Mike Haimoto", "10 wins & 40 nominations total", "", "Japan", "Japanese, English", "", ""
"87", "The West Wing", "1999", "8.9", "100794", "Drama", "42", "tvSeries", "https://www.imdb.com/title/tt0200276/", "TV-14", "Follows US president Josiah Bartlet and his administration as they tackle various political issues in order to maintain peace and harmony in the nation.", "https://m.media-amazon.com/images/M/MV5BY2I2Mzc0YjItN2I3MS00NjNjLWE5OWUtYmQzMjkxZjIwOGY5XkEyXkFqcGc@._V1_SX300.jpg", "", "Aaron Sorkin", "Martin Sheen, Rob Lowe, Allison Janney", "Won 26 Primetime Emmys. 123 wins & 264 nominations total", "", "United States", "English", "", ""
"88", "Frieren: Beyond Journey's End", "2023", "8.9", "83944", "Adventure,Animation,Comedy", "25", "tvSeries", "https://www.imdb.com/title/tt22248376/", "TV-MA", "Elf mage Frieren and her fellow adventurers have defeated the Demon King and brought peace to the land. But Frieren will long outlive the rest of her former party. How will she come to understand what life means to the people arou...", "https://m.media-amazon.com/images/M/MV5BZTI4ZGMxN2UtODlkYS00MTBjLWE1YzctYzc3NDViMGI0ZmJmXkEyXkFqcGc@._V1_SX300.jpg", "", "Tsukasa Abe, Kanehito Yamada", "Atsumi Tanezaki, Kana Ichinose, Mallorie Rodak", "17 wins & 35 nominations total", "", "Japan", "Japanese, Portuguese, Spanish, English", "", ""
"89", "Persona", "2018", "8.9", "57160", "Crime,Drama,Mystery", "60", "tvSeries", "https://www.imdb.com/title/tt7920978/", "TV-MA", "A man diagnosed with Alzheimer's decides to punish criminals.", "https://m.media-amazon.com/images/M/MV5BMjM0NWYyZDAtOTZjMS00OGZiLWE0MWEtYjdiNDhiYzJkYjE4XkEyXkFqcGc@._V1_QL75_UY562_CR11,0,380,562_.jpg", "", "", "Haluk Bilginer, Sebnem Bozoklu, Recep Usta", "5 wins & 10 nominations total", "", "Turkey", "Turkish", "", ""
"90", "Nathan for You", "2013", "8.9", "50701", "Comedy,Documentary", "30", "tvSeries", "https://www.imdb.com/title/tt2297757/", "TV-14", "Nathan Fielder uses his business degree and life experiences to, in unorthodox ways, help real small businesses turn a profit.", "https://m.media-amazon.com/images/M/MV5BNDU5OTA3YWUtYTIxYi00MWEwLTljZDEtYjhiYjEwYmJhMGVlXkEyXkFqcGc@._V1_SX300.jpg", "", "Nathan Fielder, Michael Koman", "Nathan Fielder, Anthony Filosa, Salomon Flores", "3 wins & 7 nominations total", "", "United States", "English", "", ""
"91", "NCR Days", "2022", "8.9", "45942", "Drama", "40", "tvSeries", "https://www.imdb.com/title/tt21279678/", "", "NCR Days depicts the life of a small town guy studying in a city that is completely contrasting to his perspectives in life.", "https://m.media-amazon.com/images/M/MV5BNTZlYTY0OTgtODBmNy00NjJkLTgwNzctYzUxNTUwNDZjNzYyXkEyXkFqcGc@._V1_SX300.jpg", "", "", "Nikhil Vijay, Raghvika Kohli, Ambrish Verma", "1 win & 2 nominations", "", "India", "Hindi", "", ""
